District,School,Date(s) of Collection,First Day of School (2026-27),SIS/Scheduling Software,Days before start of school schedules are available (Latest possible day),Named Arena Selection Process,Preliminary/Unofficial Schedule Before Summer,Teacher Request Allowed,Days after start of school to submit schedule changes (Earliest possible deadline),Disallowed Reason - To be with a friend,Disallowed Reason - Teacher Changes,Disallowed Reason - Different Lunch period,Disallowed Reason - Elective Change,Disallowed Reason - Dropping an application course after a student has been accepted and enrolled,Disallowed Reason - Dropped Course,Disallowed Reason - Changing between AP and IB,Disallowed Reason - Changing of a privilege period,Disallowed Reason - Improving GPA,AP/Honors/Advanced Level-Down Allowed,Level-Down Deadline/Trigger - End of first 6 weeks,Level-Down Deadline/Trigger - End of first semester,Level-Down Deadline/Trigger - Automatic if Failing After 6 weeks,Level-Down Deadline/Trigger - Teacher Initiated,Reason - Change needed for graduation,Reason - Already completed credit,Reason - Missing/Failed Prerequisites,"Reason - Incomplete Schedule, Duplicate Classes, or other Schedule Error","Reason - Balancing Class Loads, or other School Need",Reason - Did not apply / enrolled by mistake,Reason - Add/Drop Athletics/Performing Arts,Reason - Alignment with College Admission Requirements,Reason - Change Needed to Complete an Endorsement,Reason - Needs Placement in Special Education,"Reason - 504 plan, or ESL/ELL services",Reason - Adjustment for Medical/Physical Health,Reason - Relevant Credit earned in Summer School,Reason - Student Elected or Assigned to Conflicting Activity by the Administration,Reason - Remedial Coursework Needed for State Assessment,Reason - Previously Failed Class with Teacher,Reason - Student Enrolled in Dual-Credit Class,Reason - Teacher Initiated Changes,Reason - ARD Meeting Recommendation,Reason - Student Did Not Meet Standard on STAAR or EOC Exams,Use of Scheduling Software,Teacher Request Prior to Schedule Build,Possible to Switch Core Classes,Notes,source_files,model,coded_date,_pathkey
Crosby ISD,Crosby HS,"July 10, 2026",August 5,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Course requests made in spring (3 opportunities); only scheduling corrections or level changes considered after May; no elective changes once summer begins; Honors/AP drop changes only considered at end of first 3-weeks, 9-weeks, and 1st semester.",Crosby ISD Data Collection.docx,claude-sonnet-5,2026-08-24,Crosby ISD||Crosby ISD
Cuero ISD,Cuero HS,"July 19, 2026",August 13,,1 day (schedule pickup August 12),Not stated,Not stated,Not stated,End of first week of school,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Y,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Policy also allows level (Pre-AP/AP to regular) schedule changes by end of third week (progress reports) or end of semester. Strictness of deadline and leniency of school toward changes varied by respondent (Lenient/Moderate/Strict).,Cuero ISD Data Collection.docx,claude-sonnet-5,2026-08-24,Cuero ISD||Cuero ISD
Cypress-Fairbanks ISD,Bridgeland HS,"July 18, 2026","August 12, 2026",,Not stated,Not stated,Not stated,Not stated,First 2 weeks of semester,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Course requests finalized by last day of April; document contains conflicting/duplicate entries for software use (Yes/Yes/No/No) and deadline strictness (Lenient/Moderate/Moderate/Strict).,Cypress-Fairbanks ISD Data Collection - Bridgeland HS.docx,claude-sonnet-5,2026-08-24,Cypress-Fairbanks ISD||Bridgeland HS
Cypress-Fairbanks ISD,Cy-Fair HS,"July 18, 2026",August 12,,Not stated,Not stated,Not stated,Not stated,First two weeks of semester (~14 days),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Source document contains conflicting/duplicated entries (software listed as PowerSchool/Skyward/Ascender; deadline strictness listed as Lenient/Moderate/Strict across columns).,Cypress-Fairbanks ISD Data Collection - Cy-Fair HS.docx,claude-sonnet-5,2026-08-24,Cypress-Fairbanks ISD||Cy-Fair HS
Cypress-Fairbanks ISD,Cypress Creek HS,"July 18, 2026","August 12, 2026",,"3 days (schedule pickup Aug 9, school starts Aug 12)",Not stated,Not stated,N,14 days (first two weeks of semester),Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,"Contact info fields blank; conflicting Yes/No answers on scheduling software use across columns (PowerSchool, Skyward, Ascender listed); course requests due last day of April with adjustments; changes after 2nd week generally not allowed except AP/K-level or K/L-level shifts per district policy.",Cypress-Fairbanks ISD Data Collection - Cypress Creek HS.docx,claude-sonnet-5,2026-08-24,Cypress-Fairbanks ISD||Cypress Creek HS
Cypress-Fairbanks ISD,Cypress Falls HS,"July 18, 2026",August 12,,Schedules available online August 12 (same day/1 day before school per source),Not stated,Not stated,Not stated,First 2 weeks of semester (~14 days),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Requests for changes due last day of April; after that, only limited changes allowed in first two weeks of semester; no other course changes allowed after that period per district policy.",Cypress-Fairbanks ISD Data Collection - Cypress Falls HS.docx,claude-sonnet-5,2026-08-24,Cypress-Fairbanks ISD||Cypress Falls HS
Cypress-Fairbanks ISD,Cypress Lakes HS,"July 18, 2026","August 12, 2026",,Not stated,Not stated,Not stated,Not stated,14 days (first two weeks of semester),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Course requests finalized end of April; schedule changes limited to first two weeks of each semester; strictness of enforcement varies by respondent (Lenient to Strict),Cypress-Fairbanks ISD Data Collection - Cypress Lakes HS.docx,claude-sonnet-5,2026-08-24,Cypress-Fairbanks ISD||Cypress Lakes HS
Cypress-Fairbanks ISD,Cypress Park HS,"July 18, 2026","August 12, 2026",,Not stated,Not stated,Not stated,N,First 2 weeks of semester,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"No lunch, teacher, or other personal preference changes allowed; changes primarily limited to AP-to-K or K-to-L level adjustments after the 2-week window.",Cypress-Fairbanks ISD Data Collection - Cypress Park HS.docx,claude-sonnet-5,2026-08-24,Cypress-Fairbanks ISD||Cypress Park HS
Cypress-Fairbanks ISD,Cypress Ranch HS,"July 18, 2026",August 12,,Not stated,Not stated,Not stated,Not stated,First 2 weeks of semester,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,"Course change policy allows changes only in first two weeks of a semester for specific reasons (prerequisite issues, credit already earned, inappropriate placement, K/AP/Horizons placement); withdrawal from band/dance/JROTC/athletics allowed after teacher consultation; no changes allowed after week two except AP-to-K or K-to-L level changes per district policy. Data collection shows inconsistent responses across columns (e.g., software use Yes/No), suggesting multiple respondents.",Cypress-Fairbanks ISD Data Collection - Cypress Ranch HS.docx,claude-sonnet-5,2026-08-24,Cypress-Fairbanks ISD||Cypress Ranch HS
Cypress-Fairbanks ISD,Cypress Ridge HS,"July 18, 2026",August 12,,Not stated,Not stated,Not stated,Not stated,14 days (first two weeks of semester),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Course change requests due by last day of April; changes after second week of semester limited mainly to level changes (AP to K-level or K to L-level); no other changes allowed after that window.,Cypress-Fairbanks ISD Data Collection - Cypress Ridge HS.docx,claude-sonnet-5,2026-08-24,Cypress-Fairbanks ISD||Cypress Ridge HS
Cypress-Fairbanks ISD,Cypress Springs HS,"July 18, 2026","August 12, 2026",,Not stated,Not stated,Not stated,Not stated,First 2 weeks of semester (~14 days),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Multiple respondents gave differing answers (e.g., scheduling software: PowerSchool/Skyward/Ascender; strictness ranged Lenient to Strict). Course change policy per handbook: changes limited to first two weeks of semester for specific reasons; no other changes allowed after that.",Cypress-Fairbanks ISD Data Collection - Cypress Springs HS.docx,claude-sonnet-5,2026-08-24,Cypress-Fairbanks ISD||Cypress Springs HS
Cypress-Fairbanks ISD,Cypress Woods HS,"July 18, 2026",August 12,,"2 days (schedule pickup Aug 10, school starts Aug 12)",Not stated,Not stated,Not stated,First two weeks of semester (~10 school days),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Software used varies by source (PowerSchool, Skyward, Ascender listed); course requests finalized by last day of April.",Cypress-Fairbanks ISD Data Collection - Cypress Woods HS.docx,claude-sonnet-5,2026-08-24,Cypress-Fairbanks ISD||Cypress Woods HS
Cypress-Fairbanks ISD,Jersey Village HS,"July 18, 2026",August 12,,0 (schedules available on first day of school),Not stated,Not stated,Not stated,14 days (first two weeks of semester),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Policy strictness/leniency reported inconsistently across sources (ranges from lenient to strict); scheduling software also reported inconsistently (PowerSchool/Skyward/Ascender, Yes/No).",Cypress-Fairbanks ISD Data Collection - Jersey Village HS.docx,claude-sonnet-5,2026-08-24,Cypress-Fairbanks ISD||Jersey Village HS
Cypress-Fairbanks ISD,Langham Creek HS,"July 18, 2026",August 12,,Not stated,Not stated,Not stated,Not stated,14 days (first two weeks of semester),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"School uses PowerSchool, Skyward, and/or Ascender depending on source; course requests finalized by last day of April; deadline for changes is first two weeks of each semester, described as strict to lenient depending on source.",Cypress-Fairbanks ISD Data Collection - Langham Creek HS.docx,claude-sonnet-5,2026-08-24,Cypress-Fairbanks ISD||Langham Creek HS
Dayton ISD,Dayton,07/28/26,"Aug 12, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Deadline strictness varies by respondent (Lenient/Moderate/Moderate/Strict); most fields left blank in source document.,Dayton ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-24,Dayton ISD||Dayton ISD
Decatur ISD,Decatur HS,"July 25, 2026 - August 7, 2026","August 6, 2026",,2 days (schedule pickup August 4),Not stated,Not stated,Not stated,5 days,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Software use responses inconsistent across respondents (Yes/Yes/No/No); software names listed as PowerSchool, Skyward, Skyward, Ascender",Decatur ISD Data Collection.docx,claude-sonnet-5,2026-08-24,Decatur ISD||Decatur ISD
Del Valle ISD,Del Valle,07/28/26,"Aug 12, 2026",,Not stated,Not stated,Not stated,N,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Document contains four parallel columns with inconsistent answers (e.g., software use Yes/Yes/No/No, deadline strictness Lenient/Moderate/Moderate/Strict); likely represents multiple respondents or campuses within Del Valle ISD.",Copy of Del Valle ISD - Early College HS Data Collection Guide.docx,claude-sonnet-5,2026-08-24,Del Valle ISD||Early College HS
Del Valle ISD,Del Valle High School,07/28/26,"Aug 12, 2026",,Not stated,Not stated,Not stated,N,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Del Valle ISD - Del Valle HS Data Collection Guide.docx,claude-sonnet-5,2026-08-24,Del Valle ISD||HS
Denver City ISD,Denver City HS,"July 21, 2026; August 7, 2026",August 13,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Policy states schedule changes are handled case-by-case at Campus Administration's discretion; no specific reasons enumerated.,Denver City ISD Data Collection.docx,claude-sonnet-5,2026-08-24,Denver City ISD||Denver City ISD
Diboll ISD,Diboll,07/28/26,"Aug 13, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Dilboll ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-24,Diboll ISD||Dilboll ISD
Dickinson ISD,Dickinson HS,"July 8, 2026; August 7, 2026","August 13, 2026",,7 days (one week before school starts),Not stated,Not stated,Y,Not stated,Not stated,N,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Teacher change requests require parent-teacher-student conference, then AP petition per TEC Sec. 26.003; class change must be for same credit/course.",Dickinson ISD Data Collection.docx,claude-sonnet-5,2026-08-24,Dickinson ISD||Dickinson ISD
Donna ISD,Donna HS,"July 8, 2026",August 14,,5,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Document is mostly a blank data-collection template with inconsistent multi-column answers (e.g., software use listed as Yes/Yes/No/No; strictness listed as Lenient/Moderate/Moderate/Strict); no policy prose on course-change reasons was provided.",Donna ISD Data Collection .docx,claude-sonnet-5,2026-08-24,Donna ISD||Donna HS
Donna ISD,Donna North HS,"July 8, 2026",August 14 (per 2023-2024 calendar; not verified for 2026-27),,5,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Document is largely a blank template; most policy-specific fields (course change policies, deadlines, accepted reasons) were left unanswered. Deadline strictness varies by respondent (Lenient/Moderate/Strict). Software use also inconsistently reported (Yes/No across columns).",Donna ISD Data Collection - Donna North HS.docx,claude-sonnet-5,2026-08-24,Donna ISD||Donna North HS
